sample_id,time_slot,Load1_mw,Load2_mw,Load3_mw,Load4_mw,Load5_mw,Load6_mw,Load7_mw,Load8_mw,Load9_mw,Load10_mw,Load11_mw,Load12_mw,Load13_mw,Load14_mw,Load15_mw,Load16_mw,Load17_mw,Load18_mw,Load19_mw,Load20_mw,Load21_mw,Load22_mw,Load23_mw,Load24_mw,Load25_mw,Load26_mw,Load27_mw,Load28_mw,Load29_mw,Load30_mw,Load31_mw,Load32_mw,fixed_total_mw,PV_Bus6_irr,PV_Bus14_irr,PV_Bus19_irr,PV_Bus25_irr,PV_Bus31_irr,BESS_Bus18_se_init_mwh,BESS_Bus18_p_init_mw,EV_Bus19_cur,EV_Bus19_lb,EV_Bus19_ub,EV_Bus7_cur,EV_Bus7_lb,EV_Bus7_ub,AC_Bus2_cur,AC_Bus2_lb,AC_Bus2_ub
444,14:45,0.082902,0.077859,0.102981,0.048552,0.048200,0.160050,0.148861,0.044597,0.051073,0.033739,0.052381,0.048189,0.104816,0.051523,0.052521,0.046131,0.075628,0.078018,0.061386,0.085021,0.089121,0.079540,0.366391,0.359029,0.046871,0.047904,0.053109,0.087448,0.144334,0.116284,0.180659,0.044244,3.069360,0.422515,0.412860,0.467656,0.441205,0.491637,3.376601,0.000000,0.789102,0.699755,0.815493,0.634695,0.634695,0.930970,0.846546,0.742266,0.962607
445,15:00,0.091388,0.069498,0.107563,0.058481,0.048855,0.170068,0.146907,0.052939,0.054081,0.034643,0.051442,0.049957,0.100986,0.052540,0.051116,0.047919,0.078965,0.080995,0.068851,0.072878,0.059999,0.077145,0.381763,0.331406,0.049242,0.047524,0.046728,0.099444,0.149277,0.118627,0.154694,0.051457,3.057379,0.471293,0.473308,0.489812,0.439487,0.479860,3.795352,0.000000,0.829276,0.679286,0.913274,0.792023,0.791105,0.869772,0.861332,0.659837,0.983988
446,15:15,0.072162,0.068741,0.082950,0.053945,0.041412,0.133631,0.144725,0.040292,0.050097,0.032610,0.040526,0.048565,0.097706,0.039651,0.045289,0.048405,0.070544,0.070744,0.081781,0.088857,0.070862,0.063484,0.333378,0.348019,0.048510,0.051748,0.059557,0.080829,0.154322,0.140714,0.161782,0.052620,2.918460,0.296051,0.342059,0.430578,0.396922,0.380612,3.012068,0.000000,0.864106,0.800993,1.087479,0.839898,0.588378,0.848890,0.958175,0.612017,0.958175
447,15:30,0.065288,0.078508,0.095118,0.041496,0.049093,0.172633,0.159876,0.049513,0.049132,0.034114,0.049211,0.052544,0.108018,0.052815,0.045641,0.052059,0.076835,0.068207,0.070009,0.078408,0.083526,0.060117,0.398806,0.382501,0.049920,0.047767,0.050856,0.091620,0.160251,0.104314,0.141474,0.060360,3.080027,0.370856,0.378302,0.389664,0.357793,0.357852,3.781354,0.000000,0.820895,0.730329,0.912936,0.748224,0.693772,0.924101,0.799709,0.661911,0.959659
448,15:45,0.074139,0.059876,0.103699,0.046029,0.043828,0.178229,0.161365,0.042914,0.058625,0.030907,0.048695,0.039840,0.100900,0.045971,0.053145,0.049035,0.083632,0.070515,0.061858,0.075431,0.071820,0.060276,0.307555,0.318498,0.056761,0.052596,0.047412,0.102867,0.130342,0.115864,0.178816,0.049933,2.921371,0.390387,0.310159,0.279552,0.327836,0.324999,3.789873,0.000000,0.774519,0.715922,0.949736,0.817909,0.780553,0.947953,0.860529,0.841824,0.994696
449,16:00,0.072876,0.073361,0.102587,0.049789,0.048450,0.170212,0.182052,0.056867,0.049458,0.033956,0.056861,0.043984,0.116246,0.055922,0.056638,0.052675,0.058323,0.066260,0.076213,0.068948,0.071613,0.078475,0.339207,0.303007,0.053662,0.051834,0.048069,0.105605,0.165882,0.139648,0.175145,0.055822,3.079644,0.279236,0.275857,0.253124,0.290840,0.295658,3.585972,0.000000,0.754737,0.754737,0.884933,0.805197,0.805197,1.003538,0.773230,0.773230,0.976357
450,16:15,0.084540,0.066237,0.101147,0.048139,0.044776,0.138475,0.174932,0.051598,0.052144,0.034347,0.050239,0.042600,0.089041,0.049560,0.050689,0.041348,0.066255,0.071383,0.081192,0.068066,0.075132,0.075908,0.337121,0.355021,0.042750,0.046154,0.056478,0.113652,0.178523,0.137072,0.141311,0.044708,3.010540,0.302071,0.251243,0.217758,0.279476,0.278963,3.584713,0.000000,0.894320,0.894320,0.894320,0.884547,0.750590,0.956103,0.673847,0.636436,0.673847
451,16:30,0.091688,0.067414,0.090321,0.047914,0.053557,0.130283,0.167085,0.054104,0.053900,0.039748,0.054752,0.035895,0.114952,0.051126,0.056096,0.043678,0.061217,0.087498,0.067358,0.071929,0.078152,0.079974,0.383797,0.354176,0.044273,0.052988,0.053067,0.081016,0.188374,0.092956,0.191136,0.046353,3.086779,0.224752,0.223150,0.225646,0.212775,0.254959,2.875950,0.000000,0.883044,0.761831,0.921417,0.862058,0.718584,0.990880,0.629994,0.627630,0.629994
452,16:45,0.086373,0.079132,0.102316,0.052004,0.054296,0.166180,0.159568,0.052000,0.052566,0.040500,0.041097,0.048678,0.088611,0.052370,0.053192,0.048228,0.068958,0.078823,0.073392,0.084993,0.087570,0.081826,0.355195,0.410489,0.050782,0.047212,0.046240,0.092200,0.165190,0.129712,0.148998,0.047362,3.146055,0.184167,0.196489,0.231676,0.212203,0.197979,3.001581,0.000000,0.844067,0.773233,0.924073,0.842000,0.636499,0.842000,0.821445,0.763565,0.947905
453,17:00,0.076903,0.074578,0.102114,0.052496,0.051614,0.159488,0.157155,0.059857,0.046921,0.032451,0.041544,0.047931,0.108713,0.046824,0.057027,0.049650,0.082798,0.068882,0.068997,0.075208,0.078125,0.073195,0.357974,0.368270,0.042628,0.047992,0.047109,0.094700,0.172359,0.117945,0.139032,0.048511,3.048991,0.165278,0.154998,0.129182,0.181676,0.201643,3.954492,0.000000,0.764238,0.764238,1.002877,0.671728,0.671728,0.960897,0.785086,0.785086,1.025487
454,17:15,0.081084,0.066294,0.107548,0.048988,0.051990,0.170400,0.166931,0.054721,0.054905,0.035268,0.045037,0.037218,0.095800,0.044193,0.051698,0.047951,0.072734,0.080470,0.077383,0.073558,0.086978,0.079920,0.332880,0.334430,0.053530,0.050624,0.044055,0.108114,0.186186,0.138699,0.200454,0.059885,3.139927,0.151164,0.127432,0.144353,0.148129,0.157875,3.920249,0.000000,0.907642,0.751727,0.907642,0.727753,0.727753,0.975084,0.830564,0.589696,0.900394
455,17:30,0.079462,0.075690,0.101230,0.052767,0.052212,0.188701,0.126660,0.051621,0.051965,0.036288,0.038331,0.049247,0.092057,0.057864,0.051409,0.045608,0.059068,0.078714,0.079498,0.072721,0.078811,0.071736,0.383862,0.381277,0.041429,0.042636,0.059614,0.108337,0.144315,0.104421,0.177027,0.043889,3.078469,0.111323,0.125864,0.106289,0.116247,0.102521,3.345188,0.000000,0.799671,0.722393,0.917452,0.881486,0.858996,0.881486,0.754048,0.754048,1.076872
456,17:45,0.081508,0.078735,0.116559,0.047557,0.039586,0.161604,0.169874,0.050480,0.048702,0.042632,0.050155,0.048963,0.091266,0.040838,0.051110,0.050696,0.066359,0.073893,0.073154,0.069587,0.068334,0.077228,0.338547,0.325899,0.045218,0.048838,0.054056,0.101007,0.161026,0.127519,0.196813,0.051908,3.049654,0.099322,0.083506,0.074058,0.083726,0.076132,3.448875,0.000000,0.846146,0.770961,0.910076,0.781310,0.689254,0.781310,0.852961,0.749811,0.898083
457,18:00,0.076161,0.081418,0.108351,0.044842,0.045420,0.173513,0.180849,0.039468,0.050805,0.028916,0.046703,0.054817,0.128570,0.048233,0.043251,0.046876,0.074609,0.069152,0.067265,0.070956,0.077051,0.072864,0.315397,0.322714,0.047368,0.044475,0.045919,0.105187,0.160916,0.101871,0.190672,0.051472,3.016079,0.068239,0.059217,0.065228,0.070234,0.064357,3.849136,0.000000,0.709642,0.697113,0.850396,0.879297,0.696659,0.916829,0.807969,0.616455,1.053345
458,18:15,0.105713,0.072723,0.092481,0.044243,0.038232,0.184098,0.157884,0.053399,0.054386,0.032845,0.044531,0.057668,0.097514,0.045859,0.043969,0.048406,0.084757,0.078700,0.074990,0.085351,0.083932,0.076112,0.439124,0.335203,0.054492,0.047171,0.053534,0.095763,0.171221,0.152092,0.188211,0.051442,3.246049,0.053884,0.047999,0.049612,0.045502,0.048560,3.271144,0.000000,0.754952,0.731871,0.825780,0.890936,0.780263,0.901853,0.932093,0.827747,0.932093
459,18:30,0.067814,0.077405,0.107552,0.048750,0.035629,0.158516,0.139969,0.045815,0.055873,0.027684,0.044806,0.052836,0.090729,0.044991,0.058705,0.050635,0.080021,0.076804,0.074367,0.082434,0.087127,0.060863,0.340317,0.340048,0.046695,0.053575,0.050042,0.116366,0.180524,0.138618,0.150284,0.044856,3.030650,0.041645,0.031260,0.034280,0.035221,0.038832,3.020482,0.000000,0.807508,0.807508,0.824832,0.736882,0.633181,1.164543,0.801584,0.750939,0.808995
460,18:45,0.093108,0.076375,0.090268,0.053313,0.046570,0.152049,0.176065,0.036586,0.052039,0.033765,0.045013,0.057969,0.091804,0.053111,0.049831,0.050334,0.070894,0.070514,0.083826,0.079481,0.069082,0.065110,0.319506,0.372645,0.054191,0.051167,0.040639,0.104262,0.182655,0.123296,0.203261,0.042073,3.090804,0.023723,0.028368,0.028189,0.021259,0.025096,3.276025,0.000000,0.863279,0.635723,1.004060,0.857466,0.835477,0.953321,0.775308,0.673185,0.885235
461,19:00,0.074003,0.075414,0.110402,0.052460,0.054653,0.149015,0.161136,0.044477,0.049318,0.037314,0.052788,0.054491,0.102967,0.044022,0.041652,0.050670,0.083088,0.072068,0.061212,0.087309,0.075783,0.073484,0.297776,0.337702,0.051473,0.050588,0.044890,0.095780,0.150660,0.140451,0.183663,0.045640,3.006353,0.012713,0.010618,0.010157,0.012478,0.011524,3.660853,0.000000,0.722273,0.722273,0.858261,0.769170,0.622973,0.811445,0.815808,0.683995,1.128123
462,19:15,0.081552,0.057232,0.085477,0.044376,0.049693,0.141932,0.161057,0.041231,0.047619,0.037013,0.054545,0.048758,0.087406,0.054695,0.046718,0.051271,0.067009,0.072033,0.065665,0.073685,0.077123,0.067853,0.314773,0.345015,0.043664,0.040366,0.049271,0.094154,0.156588,0.125174,0.177570,0.046824,2.907341,0.009791,0.008718,0.009855,0.009125,0.009241,2.487592,0.000000,0.704117,0.648898,0.945409,0.803981,0.655055,0.823104,0.842166,0.677798,0.960392
463,19:30,0.070750,0.064057,0.091033,0.047552,0.047744,0.161193,0.145981,0.050265,0.055521,0.034015,0.043894,0.043792,0.094833,0.044543,0.038879,0.040166,0.077716,0.079561,0.081804,0.072118,0.063534,0.067433,0.280020,0.278753,0.048215,0.049549,0.056222,0.093248,0.135436,0.116103,0.159903,0.044705,2.778536,0.006809,0.005177,0.005758,0.006677,0.005873,3.048921,0.000000,0.810510,0.600557,0.895125,0.834630,0.780625,0.910999,0.856689,0.653231,0.856689
464,19:45,0.075345,0.070475,0.102966,0.050731,0.046492,0.171707,0.160088,0.050429,0.041664,0.040885,0.047462,0.033676,0.108292,0.046463,0.044603,0.043627,0.072720,0.063470,0.065640,0.065808,0.067623,0.066070,0.352798,0.333886,0.048264,0.049275,0.046007,0.083402,0.182741,0.126867,0.188752,0.051244,2.999472,0.002783,0.003255,0.002691,0.002720,0.003056,3.362268,0.000000,0.738355,0.515737,0.766566,0.823254,0.667130,0.837293,0.673103,0.673103,0.779441
465,20:00,0.073362,0.078890,0.079999,0.039195,0.038804,0.127621,0.158025,0.041379,0.039396,0.035704,0.049643,0.050684,0.099757,0.041653,0.047130,0.048143,0.065529,0.069929,0.060185,0.064478,0.071354,0.079167,0.358015,0.342265,0.046230,0.045519,0.039225,0.084064,0.140606,0.121250,0.175693,0.049242,2.862137,0.000000,0.000000,0.000000,0.000000,0.000000,3.298467,0.000000,0.779436,0.669201,0.779436,0.760583,0.616242,0.921265,0.736951,0.657854,0.924357
466,20:15,0.064140,0.056679,0.095925,0.042872,0.044211,0.138908,0.162295,0.045951,0.045690,0.029548,0.046854,0.040189,0.083356,0.038524,0.043918,0.049365,0.068441,0.063967,0.067654,0.067617,0.067366,0.068111,0.279832,0.315639,0.036785,0.047184,0.039696,0.099740,0.112354,0.130217,0.130559,0.039262,2.662850,0.000000,0.000000,0.000000,0.000000,0.000000,3.301086,0.000000,0.765838,0.683420,0.819694,0.809882,0.592334,0.809882,0.680433,0.608949,0.680433
467,20:30,0.074400,0.068626,0.090669,0.045354,0.051266,0.145883,0.129940,0.046138,0.040911,0.032168,0.044973,0.039806,0.082310,0.045432,0.040989,0.047589,0.058637,0.058615,0.077451,0.055098,0.064878,0.077096,0.302708,0.344461,0.046198,0.043337,0.042801,0.068354,0.139947,0.110938,0.155304,0.054062,2.726338,0.000000,0.000000,0.000000,0.000000,0.000000,3.371154,0.000000,0.743108,0.662045,0.918653,0.761867,0.617441,0.816120,0.697455,0.650465,0.808786
468,20:45,0.071349,0.062823,0.085222,0.040808,0.033778,0.152758,0.171186,0.044144,0.044400,0.031013,0.046997,0.041955,0.086491,0.035527,0.039890,0.043667,0.068912,0.069087,0.053203,0.053843,0.066871,0.058462,0.321216,0.246776,0.041705,0.041976,0.044144,0.075554,0.112787,0.107104,0.155181,0.046363,2.595190,0.000000,0.000000,0.000000,0.000000,0.000000,3.270184,0.000000,0.676830,0.648696,0.840959,0.663262,0.598666,0.663262,0.697250,0.607325,0.843559
469,21:00,0.060831,0.068868,0.090092,0.039952,0.040738,0.135743,0.138719,0.038442,0.039122,0.029565,0.039551,0.039602,0.063427,0.041271,0.038716,0.033242,0.059162,0.058972,0.069126,0.058002,0.065402,0.069786,0.268135,0.284745,0.047938,0.041808,0.042400,0.078415,0.145600,0.101775,0.116843,0.039420,2.485409,0.000000,0.000000,0.000000,0.000000,0.000000,2.450959,0.000000,0.600602,0.587723,0.709577,0.683706,0.583802,0.683706,0.647648,0.617267,0.870881
470,21:15,0.066216,0.068345,0.079764,0.043035,0.039005,0.116344,0.120785,0.034545,0.039740,0.032740,0.039519,0.037696,0.071643,0.040275,0.034077,0.034482,0.063591,0.056719,0.056604,0.057353,0.062574,0.059305,0.252019,0.252999,0.038134,0.040068,0.038755,0.076817,0.130243,0.096880,0.125502,0.043198,2.348969,0.000000,0.000000,0.000000,0.000000,0.000000,2.498431,0.000000,0.594056,0.555297,0.594056,0.634265,0.487932,0.674961,0.805222,0.561892,0.839945
471,21:30,0.063142,0.054613,0.074213,0.036753,0.038322,0.144455,0.108215,0.041130,0.035554,0.031200,0.035683,0.038437,0.072654,0.030525,0.043333,0.033433,0.055835,0.049543,0.047967,0.054235,0.052084,0.048898,0.257479,0.220103,0.037377,0.036443,0.027757,0.069965,0.128809,0.082469,0.135809,0.038511,2.224948,0.000000,0.000000,0.000000,0.000000,0.000000,2.382256,0.000000,0.552612,0.514592,0.774230,0.561305,0.504621,0.797493,0.562461,0.538882,0.638039
472,21:45,0.055182,0.046613,0.074259,0.033808,0.036839,0.120875,0.111237,0.038681,0.032858,0.029320,0.039550,0.038603,0.068607,0.043832,0.035465,0.035776,0.052286,0.046481,0.059188,0.049402,0.057220,0.058478,0.259293,0.227618,0.033743,0.025582,0.034527,0.075477,0.113682,0.082182,0.118629,0.039180,2.174476,0.000000,0.000000,0.000000,0.000000,0.000000,1.939018,0.000000,0.579072,0.571833,0.643300,0.594886,0.461337,0.823767,0.592701,0.584861,0.653575
473,22:00,0.056337,0.041927,0.065290,0.036566,0.034759,0.096295,0.088996,0.034593,0.038166,0.022334,0.039867,0.032934,0.053000,0.027811,0.035492,0.033382,0.056759,0.043510,0.050018,0.049466,0.048726,0.047541,0.222318,0.234714,0.033952,0.033787,0.036929,0.057992,0.089949,0.090766,0.104460,0.031704,1.970341,0.000000,0.000000,0.000000,0.000000,0.000000,2.253991,0.000000,0.515630,0.420789,0.554572,0.517969,0.478421,0.648995,0.576960,0.426964,0.707867
474,22:15,0.047918,0.050298,0.073814,0.031540,0.030713,0.103641,0.121803,0.032690,0.038162,0.024226,0.029370,0.029591,0.063236,0.025010,0.029932,0.030001,0.048267,0.056289,0.047395,0.038074,0.042829,0.048373,0.222015,0.255703,0.034441,0.034347,0.030742,0.069756,0.095363,0.086168,0.106879,0.026874,2.005458,0.000000,0.000000,0.000000,0.000000,0.000000,1.870010,0.000000,0.554808,0.482957,0.598376,0.549089,0.353569,0.549089,0.516053,0.408027,0.582126
475,22:30,0.046606,0.039434,0.064353,0.034999,0.033076,0.102950,0.093252,0.029036,0.033053,0.017305,0.028808,0.032088,0.052982,0.031159,0.031020,0.025546,0.045230,0.042072,0.046706,0.047844,0.046629,0.045166,0.215299,0.184645,0.029802,0.027513,0.032977,0.063872,0.106425,0.087539,0.101175,0.028252,1.846813,0.000000,0.000000,0.000000,0.000000,0.000000,1.812048,0.000000,0.480608,0.334420,0.507080,0.529170,0.342667,0.533921,0.493157,0.381809,0.651207
476,22:45,0.043891,0.039390,0.067330,0.028715,0.027746,0.095346,0.102808,0.026373,0.026857,0.022669,0.024062,0.031173,0.047620,0.027666,0.023828,0.025367,0.048065,0.046988,0.047442,0.036380,0.038072,0.043990,0.212741,0.182666,0.026721,0.025154,0.033066,0.054031,0.094838,0.071500,0.110245,0.025661,1.758400,0.000000,0.000000,0.000000,0.000000,0.000000,1.598533,0.000000,0.527938,0.325053,0.639475,0.391628,0.368816,0.665803,0.505673,0.388413,0.512668
477,23:00,0.048149,0.041292,0.052752,0.023038,0.029392,0.093376,0.084018,0.029996,0.027486,0.020654,0.029204,0.028626,0.055240,0.026326,0.032155,0.024863,0.043250,0.039910,0.042078,0.045212,0.038994,0.042670,0.192812,0.175779,0.030208,0.028740,0.025666,0.059586,0.082004,0.066886,0.089881,0.028848,1.679090,0.000000,0.000000,0.000000,0.000000,0.000000,1.580573,0.000000,0.425749,0.373535,0.579729,0.430419,0.410728,0.506421,0.384189,0.376924,0.429584
478,23:15,0.038786,0.042269,0.052028,0.025557,0.028199,0.095017,0.099688,0.025131,0.026752,0.018845,0.027269,0.024744,0.051388,0.025708,0.027619,0.026840,0.042286,0.039817,0.037915,0.041018,0.036557,0.042539,0.182462,0.191665,0.027422,0.031129,0.027856,0.054057,0.083247,0.072462,0.091374,0.022739,1.660386,0.000000,0.000000,0.000000,0.000000,0.000000,1.442478,0.000000,0.438476,0.353849,0.502411,0.441915,0.344718,0.544141,0.502413,0.301663,0.658490
479,23:30,0.049164,0.034676,0.049072,0.027274,0.028101,0.093400,0.080639,0.022544,0.028278,0.023008,0.025905,0.023761,0.051357,0.027889,0.026206,0.030608,0.043971,0.040990,0.032382,0.037462,0.038042,0.037243,0.191408,0.191795,0.022340,0.028991,0.026875,0.055583,0.096102,0.061935,0.105735,0.026452,1.659190,0.000000,0.000000,0.000000,0.000000,0.000000,1.074198,0.000000,0.514841,0.316163,0.625901,0.435694,0.435694,0.495116,0.494451,0.334618,0.586326
480,23:45,0.046073,0.043023,0.049827,0.024931,0.026779,0.100196,0.090334,0.030758,0.029867,0.019664,0.022618,0.026224,0.056489,0.026993,0.028534,0.029149,0.042385,0.039140,0.042340,0.049245,0.034252,0.042209,0.222233,0.165762,0.029518,0.029877,0.022869,0.057487,0.087013,0.066675,0.090860,0.030354,1.703679,0.000000,0.000000,0.000000,0.000000,0.000000,1.509452,0.000000,0.442186,0.331114,0.522774,0.431951,0.309719,0.521365,0.452462,0.361240,0.613085
481,0:00,0.040891,0.037723,0.049104,0.023499,0.021991,0.074807,0.086450,0.022894,0.020689,0.020009,0.021654,0.023991,0.050162,0.023915,0.017983,0.024841,0.040617,0.038681,0.028244,0.043489,0.031106,0.031993,0.180434,0.174927,0.024099,0.022546,0.027089,0.047626,0.067212,0.067133,0.085509,0.026573,1.497880,0.000000,0.000000,0.000000,0.000000,0.000000,1.313842,0.000000,0.421263,0.369828,0.483000,0.399091,0.319933,0.483307,0.430431,0.210484,0.494822
482,0:15,0.039244,0.037225,0.054032,0.024095,0.025623,0.079921,0.074794,0.023299,0.022964,0.018733,0.023886,0.021757,0.046219,0.020028,0.023198,0.023637,0.041862,0.040231,0.031785,0.036166,0.036228,0.034634,0.162680,0.159582,0.028060,0.022650,0.024440,0.035314,0.085268,0.066082,0.074017,0.022424,1.460078,0.000000,0.000000,0.000000,0.000000,0.000000,1.311465,0.000000,0.411685,0.294472,0.516934,0.382586,0.348661,0.460822,0.499921,0.330400,0.534998
483,0:30,0.038416,0.033232,0.051763,0.021296,0.022298,0.072832,0.081843,0.019344,0.022198,0.014502,0.022630,0.025050,0.050184,0.021661,0.024607,0.022928,0.039811,0.034586,0.024623,0.038177,0.033433,0.034081,0.169020,0.140229,0.023535,0.024610,0.024211,0.043924,0.085594,0.052577,0.076649,0.023043,1.412888,0.000000,0.000000,0.000000,0.000000,0.000000,0.960751,0.000000,0.400854,0.279959,0.549471,0.400847,0.291539,0.502080,0.400801,0.296317,0.400801
484,0:45,0.034846,0.036423,0.052169,0.023785,0.020659,0.070925,0.087433,0.020062,0.027941,0.020565,0.028017,0.023967,0.044599,0.023911,0.025186,0.021585,0.030818,0.033649,0.031957,0.038929,0.032497,0.034963,0.177504,0.182300,0.023570,0.023975,0.020740,0.050900,0.086684,0.046924,0.095054,0.021470,1.494007,0.000000,0.000000,0.000000,0.000000,0.000000,1.207884,0.000000,0.407681,0.287009,0.481873,0.376853,0.256532,0.510195,0.373793,0.247508,0.434623
485,1:00,0.036925,0.034280,0.051996,0.019686,0.026594,0.083352,0.075885,0.025514,0.022079,0.017600,0.021580,0.025020,0.042403,0.022698,0.024364,0.025206,0.031412,0.036800,0.030862,0.026864,0.031662,0.037079,0.159510,0.151161,0.022942,0.022866,0.024234,0.038276,0.075272,0.057746,0.068950,0.019669,1.390486,0.000000,0.000000,0.000000,0.000000,0.000000,1.313968,0.000000,0.366382,0.280489,0.480829,0.359095,0.263510,0.461272,0.373615,0.315131,0.373615
486,1:15,0.033015,0.034407,0.044200,0.022754,0.020409,0.078796,0.087474,0.020448,0.023079,0.018441,0.021977,0.025730,0.043352,0.022386,0.020400,0.022936,0.033984,0.036134,0.031812,0.031657,0.035545,0.038721,0.168517,0.187835,0.023907,0.023825,0.024188,0.052040,0.084841,0.050480,0.085619,0.023250,1.472159,0.000000,0.000000,0.000000,0.000000,0.000000,1.036867,0.000000,0.370163,0.228291,0.403947,0.363729,0.236847,0.461074,0.404453,0.261367,0.481473
487,1:30,0.039381,0.034278,0.044743,0.022195,0.023209,0.077515,0.071231,0.021054,0.022351,0.016543,0.027117,0.021620,0.046270,0.023531,0.025632,0.020660,0.038243,0.033228,0.042161,0.034948,0.029581,0.033060,0.178415,0.158668,0.022349,0.024100,0.021708,0.044019,0.067865,0.065926,0.069071,0.022865,1.423539,0.000000,0.000000,0.000000,0.000000,0.000000,1.077135,0.000000,0.392707,0.274350,0.415201,0.337299,0.289080,0.437702,0.297081,0.285356,0.433305
488,1:45,0.036229,0.029646,0.047822,0.021632,0.019083,0.070234,0.075145,0.021322,0.023210,0.017699,0.027678,0.024886,0.037331,0.021514,0.021723,0.023601,0.030351,0.031698,0.029311,0.031460,0.031585,0.032429,0.137688,0.171566,0.023372,0.019084,0.022376,0.037649,0.084378,0.064800,0.077677,0.020415,1.364594,0.000000,0.000000,0.000000,0.000000,0.000000,1.219415,0.000000,0.347254,0.259622,0.466921,0.422939,0.297951,0.517790,0.378307,0.240589,0.435619
489,2:00,0.030030,0.037658,0.037360,0.021814,0.023522,0.076488,0.064404,0.019719,0.022788,0.017463,0.019699,0.023022,0.037591,0.023535,0.020194,0.022330,0.032938,0.037085,0.034033,0.031237,0.034423,0.040347,0.166541,0.154147,0.020305,0.020786,0.023658,0.040380,0.073860,0.063342,0.078698,0.019762,1.369157,0.000000,0.000000,0.000000,0.000000,0.000000,1.138406,0.000000,0.449606,0.316645,0.492715,0.416301,0.262013,0.503191,0.353563,0.232712,0.590813
